GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0022100006,86,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,4,30,Made Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-5,52,1,1,20211020,TOR,WAS
Shot Chart Detail,0022100006,235,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,8,21,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,5,5,1,1,20211020,TOR,WAS
Shot Chart Detail,0022100006,430,1630567,Scottie Barnes,1610612761,Toronto Raptors,3,7,16,Made Shot,Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-2,24,1,1,20211020,TOR,WAS
Shot Chart Detail,0022100006,465,1630567,Scottie Barnes,1610612761,Toronto Raptors,3,5,9,Made Shot,Running Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,-7,1,1,20211020,TOR,WAS
Shot Chart Detail,0022100006,680,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,2,30,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,-6,1,1,20211020,TOR,WAS
Shot Chart Detail,0022100020,51,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,8,35,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,141,227,1,1,20211022,BOS,TOR
Shot Chart Detail,0022100020,78,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,6,7,Made Shot,Tip Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,18,3,1,1,20211022,BOS,TOR
Shot Chart Detail,0022100020,113,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,3,9,Made Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,49,41,1,1,20211022,BOS,TOR
Shot Chart Detail,0022100020,214,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,9,13,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-94,110,1,1,20211022,BOS,TOR
Shot Chart Detail,0022100020,269,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,4,38,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,4,1,1,20211022,BOS,TOR
Shot Chart Detail,0022100020,316,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,2,24,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,14,79,120,1,1,20211022,BOS,TOR
Shot Chart Detail,0022100020,371,1630567,Scottie Barnes,1610612761,Toronto Raptors,3,9,13,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,75,186,1,1,20211022,BOS,TOR
Shot Chart Detail,0022100020,463,1630567,Scottie Barnes,1610612761,Toronto Raptors,3,1,38,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-5,31,1,1,20211022,BOS,TOR
Shot Chart Detail,0022100020,478,1630567,Scottie Barnes,1610612761,Toronto Raptors,3,0,51,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20211022,BOS,TOR
Shot Chart Detail,0022100020,604,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,4,27,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,4,28,1,1,20211022,BOS,TOR
Shot Chart Detail,0022100020,630,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,3,5,Made Shot,Putback Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,0,20,1,1,20211022,BOS,TOR
Shot Chart Detail,0022100029,46,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,7,26,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,13,10,1,1,20211023,TOR,DAL
Shot Chart Detail,0022100029,380,1630567,Scottie Barnes,1610612761,Toronto Raptors,3,11,6,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,16,153,61,1,1,20211023,TOR,DAL
Shot Chart Detail,0022100029,395,1630567,Scottie Barnes,1610612761,Toronto Raptors,3,9,34,Made Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,25,58,1,1,20211023,TOR,DAL
Shot Chart Detail,0022100029,599,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,6,5,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,20,45,1,1,20211023,TOR,DAL
Shot Chart Detail,0022100029,621,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,3,15,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,6,4,1,1,20211023,TOR,DAL
Shot Chart Detail,0022100029,651,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,0,57,Made Shot,Turnaround Bank Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,49,26,1,1,20211023,TOR,DAL
Shot Chart Detail,0022100046,15,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,10,57,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,13,75,1,1,20211025,TOR,CHI
Shot Chart Detail,0022100046,149,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,0,22,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,9,3,1,1,20211025,TOR,CHI
Shot Chart Detail,0022100046,161,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,11,35,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,-11,164,1,1,20211025,TOR,CHI
Shot Chart Detail,0022100046,374,1630567,Scottie Barnes,1610612761,Toronto Raptors,3,6,31,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-5,62,1,1,20211025,TOR,CHI
Shot Chart Detail,0022100046,502,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,10,5,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,5,4,1,1,20211025,TOR,CHI
Shot Chart Detail,0022100046,629,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,0,14,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,12,1,1,20211025,TOR,CHI
Shot Chart Detail,0022100058,257,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,7,15,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-1,23,1,1,20211027,TOR,IND
Shot Chart Detail,0022100058,320,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,3,7,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,-2,106,1,1,20211027,TOR,IND
Shot Chart Detail,0022100058,327,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,2,38,Made Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,7,58,1,1,20211027,TOR,IND
Shot Chart Detail,0022100058,342,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,1,48,Made Shot,Turnaround Fadeaway Bank Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-36,16,1,1,20211027,TOR,IND
Shot Chart Detail,0022100058,349,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,1,19,Made Shot,Cutting Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,0,44,1,1,20211027,TOR,IND
Shot Chart Detail,0022100058,399,1630567,Scottie Barnes,1610612761,Toronto Raptors,3,9,1,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,14,1,1,20211027,TOR,IND
Shot Chart Detail,0022100058,414,1630567,Scottie Barnes,1610612761,Toronto Raptors,3,6,59,Made Shot,Turnaround Fadeaway Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,45,40,1,1,20211027,TOR,IND
Shot Chart Detail,0022100058,580,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,7,30,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,8,1,1,20211027,TOR,IND
Shot Chart Detail,0022100071,12,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,11,14,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,110,124,1,1,20211029,TOR,ORL
Shot Chart Detail,0022100071,17,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,10,43,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,72,185,1,1,20211029,TOR,ORL
Shot Chart Detail,0022100071,26,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,10,10,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,207,151,1,1,20211029,TOR,ORL
Shot Chart Detail,0022100071,76,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,5,16,Made Shot,Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,5,24,1,1,20211029,TOR,ORL
Shot Chart Detail,0022100071,183,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,9,15,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1,14,1,1,20211029,TOR,ORL
Shot Chart Detail,0022100071,226,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,6,18,Made Shot,Running Pull-Up Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,153,15,1,1,20211029,TOR,ORL
Shot Chart Detail,0022100071,259,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,4,16,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,10,134,1,1,20211029,TOR,ORL
Shot Chart Detail,0022100071,294,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,0,46,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-89,171,1,1,20211029,TOR,ORL
Shot Chart Detail,0022100071,551,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,4,56,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,116,52,1,1,20211029,TOR,ORL
Shot Chart Detail,0022100081,36,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,8,59,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-13,19,1,1,20211030,IND,TOR
Shot Chart Detail,0022100081,50,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,7,21,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-38,57,1,1,20211030,IND,TOR
Shot Chart Detail,0022100081,201,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,10,18,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,20,62,1,1,20211030,IND,TOR
Shot Chart Detail,0022100081,295,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,4,11,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-1,77,1,1,20211030,IND,TOR
Shot Chart Detail,0022100081,414,1630567,Scottie Barnes,1610612761,Toronto Raptors,3,6,39,Made Shot,Turnaround Fadeaway Bank Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,31,18,1,1,20211030,IND,TOR
Shot Chart Detail,0022100081,504,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,11,45,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,31,18,1,1,20211030,IND,TOR
Shot Chart Detail,0022100081,553,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,7,53,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-22,25,1,1,20211030,IND,TOR
Shot Chart Detail,0022100081,565,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,6,35,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-21,15,1,1,20211030,IND,TOR
Shot Chart Detail,0022100081,628,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,1,6,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-32,18,1,1,20211030,IND,TOR
Shot Chart Detail,0022100127,117,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,2,18,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,92,160,1,1,20211105,TOR,CLE
Shot Chart Detail,0022100127,157,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,11,37,Made Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,-22,111,1,1,20211105,TOR,CLE
Shot Chart Detail,0022100127,160,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,11,7,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,85,160,1,1,20211105,TOR,CLE
Shot Chart Detail,0022100127,275,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,2,23,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20211105,TOR,CLE
Shot Chart Detail,0022100127,283,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,1,35,Made Shot,Running Alley Oop Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,8,1,1,20211105,TOR,CLE
Shot Chart Detail,0022100127,534,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,8,28,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,4,36,1,1,20211105,TOR,CLE
Shot Chart Detail,0022100127,666,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,3,7,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-21,28,1,1,20211105,TOR,CLE
